,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyRate,MonthlyIncome,MonthlyRate
809,3.0,0,1,1,3.0,3,1,3,0,3.0,3,3,4,1,1,8,0,11,3,3,1,2.0,1,3,1.0,7,0,1,0.02954176251824739,0.03305089819279349,0.01637082622063244
810,3.0,0,1,1,1.0,3,1,1,1,3.0,3,4,2,4,0,7,0,11,3,4,3,3.0,4,3,2.0,7,11,5,0.0035808196991815016,0.03748455526743653,0.019824587026673043
811,3.0,0,2,1,2.0,3,3,3,1,1.0,2,5,1,3,2,1,0,14,3,1,0,3.0,2,4,2.0,7,4,9,0.036703401916610395,0.06260861202374703,0.02673210863875424
812,1.0,1,2,1,0.0,1,5,4,0,2.0,2,1,3,2,2,1,1,11,3,3,0,1.0,6,4,1.0,2,2,2,0.026856147743861265,0.003627537606526115,0.04013270056619177
813,3.0,0,0,1,1.0,3,1,3,1,2.0,3,2,2,2,2,9,0,15,3,3,0,1.0,2,2,1.0,4,0,3,0.010742459097544505,0.0194812204794921,0.011535561092175604
814,2.0,0,0,1,2.0,4,1,1,1,3.0,3,2,4,4,2,2,0,20,4,1,0,2.0,0,3,2.0,9,0,9,0.0035808196991815016,0.02284005159664591,0.036540789327909544
815,2.0,0,1,0,2.0,3,1,3,1,2.0,4,1,3,4,1,0,0,12,3,1,1,1.0,4,3,1.0,2,2,2,0.02148491819508901,0.006045896010876859,0.03439945762816437
816,1.0,0,2,1,1.0,1,1,1,1,2.0,2,1,3,2,1,0,0,17,3,1,0,1.0,2,1,1.0,3,0,4,0.04028422161579189,0.007389428457738383,0.03080754638988215
817,2.0,0,1,0,1.0,2,2,4,1,2.0,3,2,2,4,0,1,0,11,3,4,1,1.0,3,3,1.0,2,0,2,0.032227377292633516,0.013300971223929089,0.02838991382565373
818,4.0,0,2,0,1.0,4,5,4,1,2.0,2,4,2,2,1,6,0,17,3,2,1,3.0,3,3,1.0,8,2,3,0.002685614774386126,0.040709033139904184,0.01692342794959894
819,2.0,0,1,2,1.0,2,1,4,1,4.0,3,2,4,3,2,2,0,11,3,4,0,1.0,3,2,1.0,2,0,2,0.027751352668656637,0.010210846596147584,0.023761874345559326
820,2.0,0,1,1,1.0,3,1,4,0,2.0,3,1,3,2,0,0,0,14,3,4,2,1.0,2,2,1.0,5,1,1,0.01163766402233988,0.00779248819179684,0.02742286079996236
821,3.0,0,2,1,3.0,3,3,2,1,2.0,1,2,2,4,2,4,0,19,3,1,0,2.0,3,3,1.0,0,0,0,0.002685614774386126,0.011016966064264498,0.012917065414591842
822,2.0,0,2,1,1.0,1,3,2,1,3.0,2,2,4,4,1,1,1,15,3,3,1,1.0,2,2,1.0,7,1,2,0.018799303420702886,0.013704030957987546,0.026939334287116676
823,2.0,0,2,2,0.0,3,0,3,1,1.0,4,1,3,3,1,1,0,13,3,4,1,1.0,2,4,1.0,6,5,0,0.010742459097544505,0.006180249255563011,0.006769371179839575
824,1.0,0,1,1,1.0,3,1,3,1,1.0,2,1,3,3,0,1,1,14,3,4,1,1.0,2,3,1.0,1,0,2,0.020589713270293634,0.005777189521504554,0.034537608060406
825,0.0,1,0,1,1.0,1,3,3,1,3.0,3,1,2,3,2,1,0,12,3,4,0,0.0,0,3,0.0,0,0,0,0.0044760246239768774,0.0030901246277815057,0.019824587026673043
826,2.0,1,2,0,1.0,4,2,1,0,3.0,3,2,2,1,2,0,1,17,3,1,0,1.0,3,3,1.0,2,0,3,0.015218483721521382,0.02431793728819359,0.028182688177291294
827,3.0,0,2,1,2.0,4,1,2,1,1.0,3,1,2,4,1,3,1,11,3,1,1,1.0,4,3,1.0,0,0,0,0.002685614774386126,0.012629205000498326,0.012019087605021286
828,2.0,0,1,1,2.0,3,3,3,1,3.0,3,1,2,3,1,1,0,12,3,3,1,1.0,5,2,1.0,2,2,2,0.02327532804467976,0.005508483032132249,0.007183822476564447
829,2.0,0,2,1,3.0,2,3,3,0,2.0,2,2,2,4,0,7,0,13,3,3,2,1.0,2,3,1.0,2,1,3,0.008056844323158379,0.01598803611765214,0.026041356477546122
830,1.0,0,2,1,1.0,3,1,4,1,2.0,2,1,3,3,1,1,0,13,3,3,1,1.0,0,3,1.0,2,2,2,0.0035808196991815016,0.0052397765427599444,0.010154056769759364
831,2.0,0,2,0,1.0,1,1,2,0,2.0,3,2,2,3,1,1,0,20,4,1,0,1.0,3,2,1.0,5,1,3,0.03938901669099652,0.015853682872965985,0.006493070315356327
832,2.0,0,2,2,1.0,4,5,3,1,4.0,3,1,3,3,2,1,0,17,3,2,0,1.0,2,1,1.0,4,1,4,0.013428073871930632,0.01115131930895065,0.008703477231222312
833,2.0,1,2,0,3.0,1,1,4,0,1.0,2,3,2,1,1,1,0,13,3,1,1,2.0,3,1,2.0,8,3,10,0.00984725417274913,0.021362165905098235,0.015680074059424322
834,3.0,0,1,1,1.0,4,3,2,0,3.0,3,3,1,3,2,9,0,17,3,3,0,2.0,3,2,2.0,7,2,13,0.015218483721521382,0.042052565586765706,0.020239038323397913
835,3.0,0,1,0,2.0,3,1,3,1,1.0,3,4,2,1,2,0,1,12,3,2,0,3.0,2,2,3.0,9,13,14,0.01163766402233988,0.04285868505488262,0.0006216769450873079
836,3.0,0,2,0,1.0,4,2,2,1,1.0,3,2,2,1,2,7,0,13,3,4,0,1.0,3,4,1.0,4,1,5,0.017008893571112134,0.013972737447359851,0.00027630086448324795
837,2.0,0,2,1,0.0,4,3,4,1,2.0,2,1,2,3,1,6,0,12,3,2,1,1.0,2,3,1.0,0,1,7,0.026856147743861265,0.0042993038299568775,0.02465985215512988
838,1.0,0,2,1,3.0,3,3,4,1,1.0,3,1,2,2,2,8,0,22,4,4,0,1.0,2,3,1.0,3,1,2,0.01163766402233988,0.008732960904599907,0.007460123341047695
839,1.0,1,2,1,2.0,1,1,3,0,3.0,3,1,2,4,1,1,1,11,3,4,0,1.0,4,2,1.0,1,0,0,0.04207463146538264,0.005105423298073792,0.03605726281506386
840,1.0,0,2,1,1.0,4,3,1,1,3.0,4,1,2,4,1,1,0,22,4,2,1,1.0,2,3,1.0,7,0,7,0.03849381176620115,0.011554379043009108,0.019617361378310605
841,2.0,0,2,0,1.0,3,2,3,1,3.0,2,2,2,3,1,1,0,18,3,1,1,1.0,3,3,1.0,3,1,4,0.022380123119884385,0.01880945425606134,0.0011052034579329918
842,3.0,0,1,1,3.0,2,3,3,0,4.0,2,2,3,4,1,3,1,13,3,4,1,2.0,3,1,1.0,1,0,0,0.024170532969475137,0.011554379043009108,0.03301795330574813
843,2.0,0,2,2,1.0,3,1,3,1,1.0,2,3,4,2,0,2,0,18,3,2,1,2.0,2,4,1.0,7,6,4,0.02148491819508901,0.03116995276718736,0.030254944660915654
844,2.0,0,1,1,0.0,3,3,4,1,4.0,2,2,2,1,2,0,0,20,4,3,0,2.0,3,3,2.0,9,4,9,0.017008893571112134,0.014644503670790614,0.0408925279435207
845,2.0,0,1,1,1.0,4,4,4,1,1.0,2,1,2,4,1,1,0,13,3,2,1,1.0,2,4,1.0,2,2,2,0.016113688646316758,0.004702363564015335,0.04227403226593694
846,3.0,1,2,0,1.0,3,2,1,0,3.0,1,2,2,3,2,8,0,13,3,2,0,1.0,2,2,1.0,3,1,3,0.03849381176620115,0.014644503670790614,0.012778914982350219
847,2.0,0,0,0,1.0,1,1,3,0,3.0,3,1,3,1,0,1,0,12,3,3,3,1.0,3,3,1.0,0,0,0,0.02327532804467976,0.006180249255563011,0.02224221959090146
848,4.0,0,2,2,1.0,4,5,4,0,4.0,3,5,3,1,0,4,0,13,3,4,1,3.0,2,3,1.0,2,4,2,0.018799303420702886,0.06368343798123624,0.028528064257895353
849,2.0,0,2,1,1.0,1,3,2,0,2.0,3,1,2,4,1,1,0,13,3,1,1,1.0,5,3,1.0,8,0,8,0.03938901669099652,0.00725507521305223,0.04192865618533288
850,1.0,0,2,1,1.0,2,1,3,1,2.0,3,1,3,1,2,1,0,25,4,3,0,1.0,4,3,1.0,1,0,0,0.017008893571112134,0.0052397765427599444,0.008772552447343124
851,3.0,0,2,1,1.0,3,3,1,0,3.0,3,1,3,3,1,4,1,19,3,3,1,1.0,2,2,1.0,2,0,2,0.04117942654058727,0.01168873228769526,0.03115292247048621
852,2.0,0,2,2,0.0,3,1,4,0,2.0,2,2,4,4,1,1,0,13,3,2,1,2.0,2,2,2.0,8,3,11,0.026856147743861265,0.01840639452200288,0.013607817575799963
853,1.0,1,2,1,1.0,3,1,1,1,3.0,2,1,2,3,2,1,0,12,3,1,0,1.0,2,2,1.0,2,1,2,0.02148491819508901,0.006852015478993773,0.018581233136498426
854,3.0,1,2,1,1.0,4,1,3,1,4.0,3,1,3,3,2,1,1,11,3,3,0,1.0,4,3,1.0,4,0,2,0.030436967443042764,0.0065833089896214685,0.015127472330457827
855,4.0,0,2,2,1.0,2,3,4,0,1.0,3,5,3,3,0,3,0,18,3,2,1,3.0,6,3,1.0,7,4,7,0.03401778714222427,0.05911542766190706,0.028597139474016164
856,2.0,1,2,1,2.0,1,1,2,0,2.0,1,1,3,4,1,0,1,18,3,1,1,1.0,2,2,1.0,4,1,3,0.025065737894270513,0.00389624409589842,0.04289570921102425
857,1.0,1,1,1,1.0,4,1,3,1,1.0,2,1,3,4,1,0,1,11,3,2,1,1.0,5,3,0.0,0,0,0,0.034912992067019644,0.006314602500249163,0.0037300616705238476
858,3.0,0,2,0,1.0,3,2,3,0,2.0,3,4,1,1,1,8,0,23,4,1,0,3.0,2,3,3.0,15,15,9,0.03938901669099652,0.05387565111914712,0.03806044408256741
859,3.0,0,0,1,2.0,3,1,4,1,3.0,1,1,3,3,2,2,0,13,3,4,0,1.0,3,3,0.0,0,0,0,0.0008952049247953754,0.004433657074643029,0.0037991368866446594
860,2.0,0,2,2,1.0,3,0,2,1,4.0,3,1,3,3,1,1,0,13,3,4,1,1.0,2,3,1.0,4,1,4,0.0017904098495907508,0.008732960904599907,0.010982959363209107
861,3.0,1,0,1,1.0,2,1,1,1,4.0,2,1,3,1,0,6,0,17,3,1,1,1.0,2,1,1.0,0,0,0,0.024170532969475137,0.0037618908512122677,0.031429223334969454
862,2.0,0,2,0,3.0,4,1,3,1,2.0,3,2,2,1,0,8,0,19,3,3,3,1.0,3,3,1.0,3,0,3,0.036703401916610395,0.010479553085519889,0.019202910081585735
863,3.0,0,1,0,1.0,4,3,2,1,2.0,3,2,2,2,1,5,0,12,3,4,3,1.0,2,3,0.0,0,0,0,0.03312258221742889,0.01115131930895065,0.040339926214554206
864,4.0,0,1,2,1.0,3,3,4,0,0.0,3,4,3,1,1,2,0,22,4,3,1,4.0,3,3,1.0,2,2,2,0.03938901669099652,0.05669706925755632,0.012778914982350219
865,1.0,0,2,1,2.0,4,3,4,1,3.0,2,1,2,1,1,1,0,12,3,3,3,1.0,2,3,1.0,5,3,3,0.032227377292633516,0.007389428457738383,0.017890480975290307
866,3.0,0,2,1,2.0,2,1,4,1,2.0,3,5,1,2,1,5,0,11,3,1,1,3.0,2,3,1.0,2,0,3,0.04028422161579189,0.06072766659814089,0.015127472330457827
867,2.0,0,2,0,2.0,4,1,3,1,4.0,3,2,2,1,1,3,1,15,3,4,3,2.0,2,3,1.0,7,1,7,0.03759860684140577,0.02673629569254433,0.03274165244126488
868,1.0,1,2,1,2.0,2,1,4,0,4.0,3,1,2,2,1,1,0,13,3,1,1,1.0,3,1,1.0,0,0,0,0.026856147743861265,0.004164950585270725,0.0022104069158659836
869,2.0,0,1,0,3.0,3,3,2,0,3.0,3,2,2,3,1,1,0,12,3,1,1,1.0,3,2,1.0,7,0,1,0.03133217236783814,0.011957438777067566,0.004904340344577651
870,2.0,0,2,1,1.0,4,1,3,1,2.0,1,1,2,3,0,1,0,14,3,3,1,1.0,4,3,1.0,7,1,7,0.025065737894270513,0.005911542766190706,0.00828902593449744
871,2.0,0,2,1,1.0,4,1,3,1,1.0,3,2,2,3,0,1,0,13,3,1,3,1.0,4,2,1.0,7,8,9,0.02327532804467976,0.008464254415227601,0.01595637492390757
872,3.0,0,2,1,3.0,4,4,4,1,1.0,3,2,3,4,2,1,0,25,4,2,0,2.0,3,3,2.0,11,13,17,0.0035808196991815016,0.011957438777067566,0.009808680689155302
873,1.0,0,2,0,2.0,3,2,3,1,1.0,4,1,3,4,2,1,0,17,3,4,0,1.0,2,3,1.0,1,2,2,0.017008893571112134,0.005642836276818402,0.005111565992940087
874,3.0,0,2,2,1.0,4,5,4,1,2.0,3,2,4,4,0,2,0,11,3,3,1,2.0,3,2,1.0,3,1,4,0.0017904098495907508,0.021496519149784385,0.026524882990391806
875,3.0,0,0,2,1.0,5,3,4,1,3.0,4,2,3,1,1,7,0,16,3,1,1,1.0,3,4,1.0,3,0,3,0.002685614774386126,0.017734628298572117,0.018650308352619237
876,5.0,0,2,0,1.0,4,2,2,1,2.0,4,2,2,4,0,0,1,18,3,2,1,2.0,3,3,2.0,7,1,9,0.01790409849590751,0.014241443936732157,0.015196547546578638
877,2.0,0,1,1,2.0,3,4,3,0,3.0,2,1,2,2,1,1,0,20,4,3,1,1.0,2,3,1.0,2,2,2,0.0008952049247953754,0.005911542766190706,0.009048853311826371
878,2.0,0,1,1,1.0,2,1,4,0,1.0,3,2,3,3,2,4,1,14,3,4,0,1.0,2,3,1.0,7,0,7,0.036703401916610395,0.01343532446861524,0.00048352651284568396
879,2.0,0,2,2,0.0,3,5,3,0,3.0,1,3,4,1,0,2,1,21,4,3,1,2.0,2,3,1.0,7,7,7,0.008056844323158379,0.03116995276718736,0.0037300616705238476
880,2.0,0,2,1,1.0,3,3,1,1,2.0,3,1,3,4,1,0,0,13,3,2,1,2.0,5,3,2.0,10,4,10,0.0008952049247953754,0.006045896010876859,0.007321972908806072
881,3.0,0,2,0,1.0,3,5,2,0,3.0,2,2,2,2,0,7,0,12,3,2,1,1.0,2,4,1.0,1,1,3,0.0008952049247953754,0.019749926968864406,0.016439901436753255
882,1.0,0,2,0,1.0,4,1,3,1,2.0,3,2,2,4,2,0,0,14,3,2,0,1.0,4,3,1.0,3,1,1,0.03759860684140577,0.013300971223929089,0.03205090028005676
883,2.0,0,2,1,0.0,3,3,4,1,2.0,3,1,3,2,1,0,1,21,4,1,1,2.0,2,3,2.0,9,5,7,0.04117942654058727,0.008732960904599907,0.012571689333987782
884,3.0,0,1,1,3.0,5,3,1,0,2.0,3,3,1,1,1,3,1,17,3,3,0,2.0,6,3,1.0,0,0,0,0.010742459097544505,0.040977739629276484,0.036609864544030354
885,2.0,0,0,0,1.0,2,2,3,0,3.0,2,3,2,4,1,4,1,11,3,2,1,2.0,6,2,2.0,2,4,12,0.03312258221742889,0.03157301250124582,0.020169963107277103
886,1.0,0,2,1,2.0,3,1,1,1,1.0,3,1,3,1,1,1,1,14,3,4,2,1.0,3,2,1.0,7,6,8,0.030436967443042764,0.004164950585270725,0.021275166565210092
887,4.0,0,1,2,0.0,4,1,4,0,2.0,3,3,4,3,0,7,0,17,3,1,1,4.0,2,1,1.0,4,1,4,0.02596094281906589,0.03197607223530428,0.013124291062954279
888,3.0,0,2,1,1.0,1,1,1,0,3.0,4,1,3,4,1,1,0,13,3,4,1,1.0,5,3,1.0,5,7,7,0.030436967443042764,0.003493184361839963,0.030945696822123774
889,1.0,1,0,1,1.0,3,3,1,0,4.0,2,1,3,2,2,1,1,25,4,2,0,1.0,2,4,1.0,1,0,0,0.012532868947135256,0.002955771383095353,0.007045672044322823
890,2.0,0,2,1,0.0,3,1,1,0,4.0,3,1,3,4,0,1,0,15,3,1,3,1.0,5,3,1.0,2,1,2,0.027751352668656637,0.009270373883344516,0.006078619018631455
891,4.0,0,2,1,1.0,3,1,4,1,3.0,3,4,1,4,1,3,0,14,3,1,0,4.0,2,3,1.0,9,0,9,0.01790409849590751,0.05642836276818401,0.036955240624634414
892,2.0,0,2,1,1.0,2,3,3,1,3.0,3,2,2,1,1,1,1,12,3,4,0,1.0,2,2,1.0,5,0,1,0.036703401916610395,0.019615573724178253,0.025903206045304498
893,2.0,0,2,1,3.0,3,3,3,0,4.0,2,2,2,1,2,1,0,19,3,2,0,1.0,2,3,1.0,9,1,8,0.028646557593452013,0.019615573724178253,0.026110431693666933
894,5.0,0,2,0,1.0,3,1,3,0,1.0,2,2,2,4,2,5,0,17,3,4,0,2.0,2,3,1.0,1,0,5,0.007161639398363003,0.014107090692046003,0.02486707780349232
895,3.0,0,2,1,1.0,3,1,3,1,4.0,1,5,1,4,1,3,0,14,3,2,1,3.0,2,3,1.0,7,0,7,0.025065737894270513,0.06301167175780548,0.028597139474016164
896,4.0,0,2,2,1.0,2,3,1,1,3.0,2,5,3,3,1,2,0,13,3,3,1,3.0,2,4,1.0,0,0,0,0.030436967443042764,0.05951848739596552,0.01733787924632381
897,2.0,0,1,1,1.0,3,5,3,1,1.0,3,1,3,2,1,1,0,12,3,3,0,2.0,2,2,2.0,10,0,7,0.01163766402233988,0.009136020638658364,0.01243353890174616
898,3.0,0,2,1,1.0,2,5,4,1,3.0,4,1,2,2,2,5,0,11,3,3,0,1.0,4,2,1.0,0,0,0,0.02596094281906589,0.0052397765427599444,0.025143378667975565
899,1.0,0,2,1,1.0,2,1,1,1,3.0,3,1,3,3,0,1,0,11,3,2,3,1.0,2,3,1.0,3,0,3,0.032227377292633516,0.005105423298073792,0.0019341060513827358
900,2.0,0,2,1,1.0,3,1,3,1,3.0,3,2,2,4,0,1,1,11,3,2,2,1.0,2,3,1.0,0,1,0,0.036703401916610395,0.018943807500747492,0.003660986454403036
901,3.0,0,2,1,0.0,3,1,4,1,3.0,2,5,1,4,2,6,0,12,3,3,0,3.0,3,4,1.0,0,0,0,0.018799303420702886,0.05804060170441784,0.011466485876054791
902,2.0,0,2,1,0.0,3,1,4,0,3.0,2,4,1,4,0,3,0,14,3,2,2,1.0,2,2,1.0,7,1,7,0.01790409849590751,0.05078552649136561,0.0023485573481076077
903,2.0,0,2,1,2.0,3,5,3,0,3.0,4,1,3,3,1,0,0,17,3,4,0,1.0,5,2,1.0,0,0,0,0.036703401916610395,0.005374129787446096,0.03377778068307707
904,3.0,0,2,0,1.0,3,2,2,1,3.0,3,5,1,2,1,7,0,11,3,3,1,3.0,5,3,3.0,9,3,10,0.030436967443042764,0.05790624845973169,0.011535561092175604
905,2.0,0,2,0,1.0,5,2,4,1,3.0,4,3,2,3,0,0,1,14,3,4,2,1.0,3,3,1.0,8,0,8,0.013428073871930632,0.024855350266938196,0.03391593111531869
906,1.0,0,2,1,3.0,3,1,2,0,2.0,4,1,3,4,2,1,1,12,3,4,0,1.0,2,3,1.0,0,0,1,0.005371229548772252,0.00671766223430762,0.03308702852186894
907,1.0,0,2,1,0.0,2,1,4,1,1.0,3,1,3,3,1,1,0,22,4,4,1,1.0,2,3,1.0,0,0,1,0.008952049247953755,0.0008061194681169145,0.02562690518082125
908,1.0,1,1,0,3.0,1,1,3,1,3.0,1,1,3,4,2,1,1,14,3,4,0,1.0,4,3,1.0,0,1,0,0.015218483721521382,0.00040305973405845724,0.010292207202000987
909,1.0,0,2,1,1.0,2,1,3,1,2.0,3,1,3,4,2,1,1,20,4,2,0,1.0,2,2,1.0,5,2,2,0.015218483721521382,0.006314602500249163,0.013607817575799963
910,3.0,0,2,0,1.0,3,2,1,0,4.0,1,5,1,2,2,2,1,16,3,1,0,3.0,2,3,3.0,10,1,11,0.04028422161579189,0.059921547130023976,0.00069075216120812
911,4.0,0,0,1,1.0,1,3,4,1,1.0,2,4,2,2,0,1,1,15,3,4,1,4.0,3,3,4.0,9,15,0,0.002685614774386126,0.04232127207613801,0.040616227079037455
912,1.0,1,1,1,1.0,2,1,1,0,1.0,2,1,2,3,2,1,0,20,4,3,0,1.0,2,1,1.0,2,2,2,0.0044760246239768774,0.005508483032132249,0.04013270056619177
913,3.0,0,2,0,1.0,2,2,4,0,1.0,2,5,1,2,1,2,0,14,3,3,1,3.0,2,3,2.0,4,0,8,0.002685614774386126,0.059787193885337826,0.013607817575799963
914,2.0,0,2,0,1.0,3,2,3,0,3.0,3,2,2,1,2,0,1,12,3,4,0,1.0,3,3,1.0,2,0,2,0.0008952049247953754,0.011957438777067566,0.0068384463959603875
915,4.0,0,1,0,1.0,3,1,4,1,3.0,3,5,1,2,0,4,1,24,4,1,1,4.0,5,2,3.0,10,11,10,0.0044760246239768774,0.06328037824717779,0.029564192499707532
916,5.0,0,2,1,2.0,4,3,4,1,2.0,3,3,4,4,2,6,0,12,3,4,0,3.0,6,2,1.0,7,5,4,0.04028422161579189,0.03197607223530428,0.030945696822123774
917,2.0,0,1,1,2.0,3,3,3,0,1.0,3,2,2,2,0,4,0,13,3,3,2,2.0,2,4,2.0,8,5,10,0.0017904098495907508,0.011554379043009108,0.03529743543773493
918,1.0,1,1,1,0.0,4,3,4,1,1.0,3,1,2,3,2,0,1,11,3,3,0,1.0,2,2,1.0,2,0,2,0.020589713270293634,0.00389624409589842,0.008219950718376627
919,3.0,0,2,2,1.0,2,1,3,1,4.0,4,5,3,1,0,1,0,14,3,4,2,3.0,4,2,3.0,9,14,13,0.03312258221742889,0.06113072633219935,0.026593958206512617
920,2.0,0,1,2,1.0,3,1,3,1,2.0,2,2,3,2,1,4,0,11,3,4,2,2.0,5,4,1.0,9,1,8,0.017008893571112134,0.011823085532381412,0.03412315676368113
921,2.0,0,2,1,1.0,1,1,3,1,2.0,3,1,3,3,1,0,1,14,3,4,0,1.0,3,3,1.0,2,2,2,0.01969450834549826,0.008464254415227601,0.0068384463959603875
922,3.0,0,2,1,1.0,4,3,2,0,3.0,4,2,3,2,1,6,1,16,3,4,0,2.0,2,3,1.0,0,0,0,0.015218483721521382,0.004702363564015335,0.0061476942347522675
923,3.0,0,2,0,1.0,4,2,4,0,2.0,2,3,2,4,2,3,0,14,3,4,0,3.0,3,4,3.0,7,15,17,0.013428073871930632,0.031035599522501206,0.03156737376721108
924,2.0,0,2,2,1.0,4,1,3,0,2.0,3,2,4,2,2,9,1,11,3,4,0,2.0,2,3,2.0,14,5,12,0.00984725417274913,0.014913210160162917,0.000414451296724872
925,3.0,0,2,1,2.0,3,3,1,0,3.0,3,3,2,4,1,1,0,11,3,4,1,1.0,2,3,1.0,7,0,5,0.016113688646316758,0.023511817820076674,0.020722564836243598
926,1.0,0,1,1,1.0,3,1,4,1,2.0,2,1,2,4,1,1,1,12,3,2,1,1.0,2,3,1.0,2,2,2,0.0035808196991815016,0.009673433617402975,0.020998865700726847
927,4.0,0,1,1,1.0,2,3,2,0,1.0,2,1,2,3,2,0,0,14,3,2,0,1.0,6,2,1.0,0,7,7,0.02596094281906589,0.006180249255563011,0.0037991368866446594
928,2.0,0,0,1,1.0,2,3,3,0,3.0,3,2,4,3,2,7,1,18,3,3,0,1.0,3,3,1.0,4,1,7,0.02327532804467976,0.012494851755812175,0.018650308352619237
929,2.0,1,2,1,1.0,3,5,2,0,1.0,3,1,2,3,0,3,1,13,3,1,2,1.0,2,3,1.0,7,7,7,0.02148491819508901,0.007926841436482993,0.026248582125908557
930,1.0,0,2,1,0.0,3,5,4,1,3.0,3,1,3,1,2,2,0,11,3,2,0,1.0,2,2,1.0,2,1,2,0.016113688646316758,0.003627537606526115,0.004558964263973592
931,1.0,0,2,1,0.0,3,3,4,0,1.0,3,1,3,2,2,1,0,18,3,4,0,1.0,3,2,1.0,2,2,1,0.005371229548772252,0.0037618908512122677,0.028942515554620227
932,2.0,0,2,0,1.0,3,3,3,1,2.0,4,2,2,4,1,1,0,15,3,3,2,1.0,4,4,1.0,7,0,8,0.015218483721521382,0.017465921809199814,0.01657805186899488
933,3.0,0,1,2,3.0,3,3,2,0,3.0,3,5,3,2,2,3,0,22,4,3,0,3.0,4,3,0.0,0,0,0,0.008056844323158379,0.05736883548098708,0.018926609217102486
934,3.0,0,2,2,2.0,4,3,3,0,4.0,2,4,3,2,0,6,1,13,3,4,2,3.0,4,3,2.0,9,15,2,0.00984725417274913,0.054144357608519426,0.026317657342029368
935,4.0,0,2,1,3.0,4,1,1,1,3.0,3,1,3,3,0,1,0,12,3,4,2,1.0,3,3,1.0,2,2,2,0.022380123119884385,0.004702363564015335,0.041445129672487195
936,2.0,0,2,1,1.0,2,1,4,1,3.0,3,2,2,3,1,1,0,18,3,1,1,1.0,3,3,1.0,4,1,1,0.02954176251824739,0.013032264734556783,0.035850037166701425
937,3.0,1,2,1,3.0,3,3,3,1,4.0,3,1,3,1,2,0,0,13,3,1,0,1.0,2,3,1.0,2,0,3,0.008056844323158379,0.009807786862089126,0.03467575849264762
938,2.0,0,2,1,1.0,3,5,1,0,1.0,2,2,2,4,1,0,0,12,3,1,1,1.0,6,3,1.0,2,6,7,0.03133217236783814,0.01222614526643987,0.03723154148911766
939,2.0,0,2,1,1.0,4,5,4,0,2.0,3,3,2,3,1,3,0,12,3,1,0,1.0,0,3,1.0,7,1,7,0.007161639398363003,0.02055604643698132,0.006354919883114703
940,3.0,0,2,2,0.0,2,1,4,0,1.0,3,1,3,1,2,6,0,12,3,3,0,1.0,3,4,1.0,6,5,7,0.026856147743861265,0.008195547925855298,0.03605726281506386
941,1.0,0,0,1,0.0,3,1,3,0,2.0,1,2,2,4,1,0,0,11,3,1,3,1.0,6,3,1.0,8,7,5,0.04117942654058727,0.019078160745433642,0.024728927371250695
942,4.0,0,2,1,3.0,3,1,4,0,1.0,3,4,1,1,1,4,1,11,3,2,0,3.0,2,3,1.0,2,1,2,0.036703401916610395,0.053338238140402505,0.035159285005493306
943,3.0,1,2,0,3.0,4,2,4,1,2.0,2,3,2,2,2,2,1,12,3,3,0,1.0,2,3,1.0,4,1,0,0.006266434473567628,0.027273708671288942,0.026179506909787747
944,4.0,1,2,0,1.0,3,1,2,1,2.0,3,3,2,2,2,9,1,19,3,3,0,1.0,2,2,1.0,7,7,7,0.027751352668656637,0.02498970351162435,0.03357055503471463
945,2.0,0,2,2,2.0,4,3,2,0,4.0,3,3,3,1,1,1,1,23,4,4,2,1.0,2,3,1.0,1,0,8,0.016113688646316758,0.036678435799319606,0.041168828808003946
946,3.0,0,2,1,2.0,2,1,1,1,1.0,3,2,4,3,2,0,0,11,3,1,0,1.0,6,3,1.0,7,1,7,0.013428073871930632,0.011957438777067566,0.01947921094606898
947,2.0,0,0,0,1.0,4,1,4,0,2.0,3,3,2,3,0,1,1,19,3,1,1,1.0,5,2,1.0,8,9,6,0.015218483721521382,0.029826420320325835,0.011880937172779663
948,3.0,0,0,0,1.0,2,3,3,1,1.0,1,2,2,2,2,1,0,13,3,1,0,2.0,4,3,2.0,2,11,9,0.005371229548772252,0.01733156856451366,0.034537608060406
949,2.0,1,1,0,0.0,3,1,4,0,2.0,3,1,3,2,2,1,1,11,3,1,0,1.0,2,4,1.0,2,2,2,0.028646557593452013,0.004433657074643029,0.01077573371484667
950,3.0,0,2,1,1.0,3,1,1,1,3.0,3,1,2,1,1,4,0,12,3,3,0,1.0,4,4,1.0,2,1,2,0.025065737894270513,0.004568010319329182,0.021758693078055776
951,3.0,0,0,2,1.0,1,1,3,1,1.0,3,4,3,3,1,0,1,13,3,4,0,3.0,3,2,2.0,8,2,10,0.012532868947135256,0.05669706925755632,0.04234310748205775
952,4.0,0,2,2,1.0,2,3,4,0,2.0,1,5,3,3,1,4,0,14,3,4,1,3.0,5,3,2.0,9,9,11,0.005371229548772252,0.06113072633219935,0.008496251582859875
